client_id,y_proba,age,job,marital,education,gender,has_deposits,loan,has_insurance,has_mortgage,has_deposits_enc,loan_enc,has_insurance_enc,has_mortgage_enc,marital_enc,education_enc,gender_enc,job_enc,last_balance,mean_balance,min_balance,max_balance,currency,currency_enc
1877067751,0.8071068350908411,31.0,housemaid,single,primary,F,yes,no,n,no,1,0,0,0,2,0,0,3,26921.804029222087,26967.527382477187,26894.677926994067,27055.95421464611,CZK,0
486679841,0.8047965690756601,83.0,retired,married,tertiary,F,yes,no,y,no,1,0,1,0,1,2,0,5,4849.953668895234,4753.652873905676,4651.339570987455,4885.537310131474,CZK,0
943098965,0.8042449202134462,39.0,admin.,single,tertiary,M,yes,no,n,no,1,0,0,0,2,2,1,0,22072.514949939632,22092.765356095806,21999.151499615607,22170.253673517826,CZK,0
1128962236,0.8037527847014466,77.0,retired,married,tertiary,M,yes,no,y,no,1,0,1,0,1,2,1,5,7707.360566118592,7783.13164047207,7669.707960256823,7937.383383612587,CZK,0
1158208655,0.8029307226969491,92.0,retired,married,unknown,F,yes,no,n,no,1,0,0,0,1,3,0,5,824.3365440313445,768.6725448198142,617.954712622279,905.3773253614224,CZK,0
713840842,0.7999105882148781,81.0,retired,married,primary,F,yes,no,y,no,1,0,1,0,1,0,0,5,5125.841472195906,5205.476820164991,5080.545708237442,5329.136954715722,CZK,0
1921663862,0.7997161929439973,87.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,2219.02164898852,2203.969072702876,2079.3832682435427,2299.8899917246663,CZK,0
261805829,0.7996320857384467,60.0,management,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,4,13493.20847834199,13563.606976809737,13478.460973649213,13664.72635945804,CZK,0
565547512,0.7993344107646975,60.0,admin.,divorced,secondary,F,yes,no,y,no,1,0,1,0,0,1,0,0,12069.158467756315,12040.616478871447,11948.646438062065,12124.721406967648,CZK,0
1226229231,0.7978967984970482,90.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,699.386145843383,689.3405812997024,538.0489458684827,829.9744628108356,CZK,0
815155706,0.7962510642416577,37.0,management,single,tertiary,F,yes,yes,n,no,1,1,0,0,2,2,0,4,22138.164193651028,22130.585971441473,22007.840019744606,22226.368699950228,CZK,0
639588999,0.7934527830103684,69.0,technician,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,9,9187.571127363595,9077.985466295577,8971.591707110316,9206.353737633133,CZK,0
1763828751,0.7929346454292296,78.0,retired,married,unknown,F,yes,no,y,no,1,0,1,0,1,3,0,5,4838.638977854586,4816.868282272051,4642.261097571201,5049.443235679902,CZK,0
1572872993,0.7923962670246177,90.0,retired,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,5,-119.89224490994056,-11.00145411190847,-141.6327208511438,136.52241403339306,CZK,0
924772701,0.7917856227875161,77.0,retired,divorced,tertiary,M,yes,no,n,no,1,0,0,0,0,2,1,5,4681.27496456566,4650.349632919662,4504.421815496548,4762.321254652169,CZK,0
882288737,0.7910873884071602,83.0,retired,single,primary,M,yes,no,y,no,1,0,1,0,2,0,1,5,2044.8323636187677,1971.101970658862,1785.49939703979,2139.525884478778,CZK,0
1907152369,0.7904470929726338,87.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,271.4107875488493,255.2300675701323,92.08413695746341,369.46252972676734,CZK,0
1166226955,0.7899407159712425,86.0,retired,single,secondary,M,yes,no,y,no,1,0,1,0,2,1,1,5,597.3669005969771,605.696585620484,462.02232842386945,698.5876712051557,CZK,0
831257396,0.7890459207095164,85.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,1193.7692927030362,1254.0536434617445,1094.3569318470848,1431.4463587446216,CZK,0
838603550,0.7888523416004501,55.0,management,married,tertiary,M,yes,no,y,no,1,0,1,0,1,2,1,4,13021.986800833347,12977.48097256316,12873.67133808774,13121.55957130929,CZK,0
260899658,0.7885401622707353,86.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,80.39458398714874,-9.379746126012897,-186.81362347840442,110.25447604854514,CZK,0
714088956,0.7878146255768598,56.0,retired,divorced,tertiary,F,yes,no,n,no,1,0,0,0,0,2,0,5,13029.28823473715,13117.670047257941,13021.806309646872,13256.998832477804,CZK,0
1053434038,0.7870819573255062,70.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,6646.7795157410565,6568.275585607543,6404.234527236629,6751.818415307359,CZK,0
1606461268,0.7870231345965994,75.0,self-employed,married,unknown,F,yes,no,y,no,1,0,1,0,1,3,0,6,4945.552895933633,4958.363834226698,4789.16668522801,5086.74469516659,CZK,0
719308905,0.7866577158035153,34.0,unknown,married,tertiary,F,yes,no,n,no,1,0,0,0,1,2,0,11,23107.96408122847,23092.128085860815,23021.013950415592,23198.06160292867,CZK,0
1205876871,0.786607785820042,78.0,retired,married,unknown,M,yes,no,y,no,1,0,1,0,1,3,1,5,3235.0061907442378,3222.5815012008734,3096.0780513488166,3342.7201563784065,CZK,0
1085904960,0.7863454572076098,84.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,654.1127454004353,638.0363659452038,504.8982026487406,754.710733317314,CZK,0
835000489,0.7858749673383494,73.0,retired,married,primary,F,yes,no,y,no,1,0,1,0,1,0,0,5,5493.581437570334,5542.99021760857,5314.73806458195,5701.307291455252,CZK,0
583226847,0.7856447431032801,78.0,retired,divorced,secondary,F,yes,no,n,no,1,0,0,0,0,1,0,5,3168.2180157134226,3200.596063935149,3095.4549458444317,3323.7662626371316,CZK,0
1402608481,0.7854588667967112,79.0,retired,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,5,2670.177096832624,2675.8873855736897,2522.4026072212555,2807.596462008293,CZK,0
1667482240,0.7852845286918573,71.0,retired,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,5,5803.659416736889,5705.811940162255,5543.972664774893,5894.086461746932,CZK,0
812384993,0.78521945996033,79.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,2947.3381431689163,3021.181879947711,2896.876790731112,3207.6477352857255,CZK,0
1666552717,0.7848847149464194,85.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,77.64579573409605,78.84716161440649,-40.11526713415989,237.23633083278892,CZK,0
1368948239,0.7846203905044176,84.0,entrepreneur,married,secondary,M,yes,no,y,no,1,0,1,0,1,1,1,2,-51.567979053769776,-8.534078483068448,-139.5919917362192,208.11762795735842,CZK,0
592127331,0.7845016492057834,77.0,retired,divorced,secondary,F,yes,no,n,no,1,0,0,0,0,1,0,5,3359.8438183461567,3403.316482180079,3235.2749258432914,3506.8551554978244,CZK,0
1899267232,0.7844318158326344,76.0,retired,married,secondary,F,yes,no,y,no,1,0,1,0,1,1,0,5,4025.3071448140327,4117.812947640077,3999.433128385957,4276.547992133528,CZK,0
588816964,0.7843206973166782,70.0,retired,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,5,6327.193614682943,6410.514878144467,6270.989260105147,6500.771303562817,CZK,0
1436904182,0.784314577961486,83.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,1030.7344383048414,1096.9754771005735,964.6987677235458,1268.7735937239795,CZK,0
212031855,0.7838845982834001,71.0,retired,divorced,secondary,F,yes,no,n,no,1,0,0,0,0,1,0,5,5578.3217032318635,5564.617001410933,5434.202824945739,5679.36421975334,CZK,0
1605305026,0.783758787126477,73.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,4972.90506159235,5029.751088925302,4882.585736369354,5159.33147259453,CZK,0
1230650948,0.7836042210751156,60.0,technician,single,primary,F,yes,no,n,no,1,0,0,0,2,0,0,9,11227.811097533107,11270.168280020656,11192.571873794515,11359.579060683753,CZK,0
800162528,0.7823367952907564,57.0,management,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,4,10621.474266994692,10571.999579522777,10473.908394253778,10639.464112108675,CZK,0
1754150044,0.7818698008027379,58.0,management,divorced,secondary,F,yes,no,n,no,1,0,0,0,0,1,0,4,10198.172890001317,10177.068334728894,10086.53309213561,10247.919177347103,CZK,0
1348927337,0.7816555880112012,78.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,2691.738814627604,2787.662721790182,2611.7752432605394,2964.947387185889,CZK,0
1794013350,0.7815068612393702,76.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,2782.246536604495,2692.4445418174896,2511.280887483545,2806.4205878812054,CZK,0
101831034,0.7814003924365399,75.0,retired,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,5,3090.2410160528775,2976.5391801966075,2857.60746278545,3094.546303720107,CZK,0
370996091,0.7812636793570991,82.0,retired,married,secondary,M,yes,no,y,no,1,0,1,0,1,1,1,5,224.70067449010259,126.97484683824402,-147.41499720429272,235.97657358332782,CZK,0
325725616,0.7808442825124108,56.0,management,divorced,tertiary,F,yes,no,n,no,1,0,0,0,0,2,0,4,10660.070172034935,10540.88664700275,10414.37891509325,10661.926516995121,CZK,0
371690729,0.7805176995539491,74.0,retired,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,5,4002.7287910352125,4060.855519687046,3861.444643092188,4229.0191471787875,CZK,0
347072526,0.7804118524707946,59.0,technician,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,9,10942.518954474803,10923.892867797453,10776.613622311499,11060.413649629521,CZK,0
253501998,0.7801764497711827,83.0,retired,divorced,primary,F,yes,no,n,no,1,0,0,0,0,0,0,5,17.868001336012377,40.38063607138807,-86.6625047209304,202.98351525979217,CZK,0
1684400891,0.7800151706868914,80.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,1046.4106864149383,978.1441639728021,809.3021111259095,1168.317790069418,CZK,0
754138276,0.7798556750982549,82.0,retired,divorced,tertiary,M,yes,no,y,no,1,0,1,0,0,2,1,5,55.800781938993794,23.82852788594772,-117.13408656205145,122.2877858407486,CZK,0
284646230,0.7796690716618906,80.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,1399.4053534267296,1456.0591921694108,1323.7240834983957,1670.6525167027562,CZK,0
225593766,0.7790245942860731,82.0,retired,divorced,primary,M,yes,no,y,no,1,0,1,0,0,0,1,5,18.807732996562446,-20.005777213740032,-190.07079255454593,137.59856220857023,CZK,0
1607981513,0.7787175445528621,76.0,retired,divorced,primary,F,yes,no,n,no,1,0,0,0,0,0,0,5,2928.626250357273,3060.721573449555,2915.452130755184,3199.0275106017566,CZK,0
1332897077,0.77853244348205,81.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,967.0089180024739,1137.4256362271535,967.0089180024739,1292.5102205974422,CZK,0
1736301874,0.7784545003775699,71.0,retired,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,5,4376.144998613533,4359.143647290394,4226.899571808808,4443.072613086,CZK,0
1765867299,0.7783693093340409,61.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,8726.82701101275,8738.162355723138,8610.994675923821,8864.5137671854,CZK,0
1962864116,0.7777898159591671,59.0,retired,married,tertiary,F,yes,no,y,no,1,0,1,0,1,2,0,5,9604.716493529751,9695.966628518892,9540.270221071018,9782.83449842461,CZK,0
358390785,0.7776597189417871,53.0,admin.,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,0,10510.845353764005,10532.372398744144,10453.445161061865,10594.755677610103,CZK,0
466118961,0.7776444834068398,71.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,4621.6217319446205,4665.816484717512,4432.441829813038,4826.027979203965,CZK,0
1418414278,0.7776082016290735,81.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,240.67446115895532,242.1251333196739,120.74372201580378,395.5821859259747,CZK,0
1789504162,0.7772604865991926,39.0,technician,single,secondary,M,yes,no,n,no,1,0,0,0,2,1,1,9,18529.558069874372,18513.654394880086,18420.56875633898,18600.831230143387,CZK,0
1845030290,0.7772002701077827,78.0,retired,married,tertiary,F,yes,no,y,no,1,0,1,0,1,2,0,5,1252.8767204854707,1206.3147319552759,1031.2679580679205,1345.2121327877448,CZK,0
1361629761,0.7768936712433585,67.0,housemaid,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,3,5268.494951570497,5270.451550119498,5197.449110408224,5360.038311108866,CZK,0
474987680,0.776868635841352,43.0,blue-collar,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,1,14710.642744166305,14636.02723698163,14570.943203559944,14790.729750827462,CZK,0
1109455133,0.7768309458860531,72.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,3849.6359796249944,3857.658437030267,3691.6000383990868,3996.674685731303,CZK,0
1716242676,0.7767865804247647,82.0,retired,married,secondary,M,yes,no,y,no,1,0,1,0,1,1,1,5,137.13759841869174,260.4500358934084,131.20084068983383,458.73063556446317,CZK,0
501158383,0.7767132872343828,78.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,1349.6867731227953,1386.7868785794221,1266.3232094414561,1510.4603083953862,CZK,0
224467557,0.7766292668968335,81.0,retired,divorced,secondary,M,yes,no,y,no,1,0,1,0,0,1,1,5,335.4974948028803,448.81014597286594,230.45195973264927,566.6190889965363,CZK,0
1304568718,0.77584754993538,60.0,retired,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,5,8357.631844275524,8309.864550760582,8167.396858856692,8394.212966079358,CZK,0
733275692,0.7758354946028593,76.0,housemaid,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,3,1401.0648778596913,1409.5078545074862,1291.7159653153835,1529.4457304109942,CZK,0
1745698405,0.7757604554701493,79.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,488.68065733088486,436.3603748671366,299.93630425464096,566.6639512758022,CZK,0
861423671,0.7757466032598648,62.0,management,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,4,7469.527654320586,7458.2031099970545,7367.849188071516,7598.187584881506,CZK,0
1689888632,0.7754003035423921,76.0,retired,married,primary,F,yes,no,y,no,1,0,1,0,1,0,0,5,2114.5357732100742,2212.9376342700475,2032.559957939971,2329.8593917993826,CZK,0
445025023,0.7750681335754446,77.0,retired,married,unknown,F,yes,no,y,no,1,0,1,0,1,3,0,5,1718.184776577112,1804.8989888787319,1611.1723155823963,1971.339001914898,CZK,0
832463529,0.7748772896974967,80.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,138.0701470175738,139.32440708321286,47.76550941421391,311.74810563443407,CZK,0
1178763771,0.774873888192244,73.0,retired,divorced,tertiary,M,yes,no,n,no,1,0,0,0,0,2,1,5,3143.046759951747,3174.0749389729463,3002.730006030918,3327.970674150934,CZK,0
241025095,0.7747059249035204,24.0,student,single,secondary,F,yes,no,n,no,1,0,0,0,2,1,0,8,23929.08096628551,23859.939078738098,23767.638774115567,23972.644988114494,CZK,0
1074508129,0.7744893771376442,69.0,retired,divorced,secondary,M,yes,no,y,no,1,0,1,0,0,1,1,5,4579.107127878197,4578.915824778006,4455.406995607228,4714.21244550053,CZK,0
296804562,0.7744003339840367,35.0,management,single,tertiary,F,yes,no,n,no,1,0,0,0,2,2,0,4,18182.728097803614,18120.020530594084,18022.721111291587,18196.654956613198,CZK,0
696771591,0.7740888049565352,80.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,149.44562351112904,229.06620297063384,83.75950290598624,364.14536157681243,CZK,0
1637743138,0.7740735178001351,78.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,333.01866977163525,211.15659548584668,78.09102265145813,333.01866977163525,CZK,0
952530973,0.7739541388265724,41.0,admin.,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,0,14939.34038792258,14974.933729028988,14899.861133964156,15086.926885814077,CZK,0
192509581,0.7739194600955124,79.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,144.18719619996602,75.58161168076498,-65.36835154456804,237.00000714266704,CZK,0
705599412,0.7737321416922515,81.0,unknown,divorced,primary,F,yes,no,n,no,1,0,0,0,0,0,0,11,944.8234756856533,962.7044847386728,794.4924742767816,1070.624863109152,CZK,0
895578480,0.7734049454341566,68.0,retired,divorced,secondary,F,yes,no,y,no,1,0,1,0,0,1,0,5,4373.4557293587495,4186.013606919496,3967.0618578686585,4373.4557293587495,CZK,0
1112414217,0.773368702856008,75.0,unknown,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,11,3044.3385702443647,2958.9466696067498,2809.6203372991786,3060.755912298874,CZK,0
212064728,0.7733404338368933,58.0,retired,married,unknown,F,yes,no,n,no,1,0,0,0,1,3,0,5,8979.77770549195,9007.128111750128,8867.593957061992,9118.139420261308,CZK,0
725540864,0.7729412185757961,66.0,admin.,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,0,4058.19732161832,4038.522769862432,3941.112201059095,4123.999620292212,CZK,0
1393227422,0.7729164402735066,74.0,retired,married,primary,F,yes,no,y,no,1,0,1,0,1,0,0,5,1850.7345472011984,1756.6434157216474,1636.9742424534177,1877.8811559598137,CZK,0
364189396,0.7728115720529303,78.0,retired,divorced,primary,F,yes,no,n,no,1,0,0,0,0,0,0,5,550.9186587549118,552.9891259088906,454.3439343545152,719.9308264027321,CZK,0
1765020190,0.772663647804971,76.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,1453.7126765844278,1515.1762503837942,1405.7064796798697,1645.122747585488,CZK,0
709385038,0.7724690247149393,78.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,328.53676532803377,251.94206059488812,81.83538932310577,442.43240589572713,CZK,0
205152107,0.7724134678632076,71.0,retired,married,tertiary,M,yes,no,y,no,1,0,1,0,1,2,1,5,3509.732052476045,3573.8280328478036,3439.8658802120563,3702.6462198786676,CZK,0
707133965,0.7723683492674482,75.0,retired,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,5,1379.4451806256159,1336.9963905367745,1250.3350537478063,1422.088356488984,CZK,0
688427385,0.7723061268147231,78.0,unknown,married,unknown,M,yes,no,y,no,1,0,1,0,1,3,1,11,2130.3258590064193,2222.950352759211,2081.701252550614,2331.1630312572875,CZK,0
985055858,0.7722460216832422,52.0,housemaid,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,3,10872.821786599938,10924.013579556553,10809.689744934869,11056.167939603392,CZK,0
206677321,0.7719861714473993,57.0,management,married,tertiary,M,yes,yes,n,no,1,1,0,0,1,2,1,4,9045.705339687785,9095.483586304046,8972.70890995097,9253.342835392083,CZK,0
1516675445,0.7718302208534404,74.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,1537.1351989769266,1399.9412564112802,1288.3312230656165,1537.1351989769266,CZK,0
1939446661,0.7716529697553632,77.0,retired,married,tertiary,F,yes,no,n,no,1,0,0,0,1,2,0,5,655.005971222313,670.1658989115815,508.8318717194583,775.8544314966913,CZK,0
377962581,0.7714554478775663,76.0,retired,divorced,primary,M,yes,no,n,no,1,0,0,0,0,0,1,5,868.9129437168475,807.9636669846658,667.5742781698686,944.9218154321646,CZK,0
518317611,0.7711678546353594,73.0,retired,divorced,primary,F,yes,no,y,no,1,0,1,0,0,0,0,5,2297.226891819603,2299.5928796056355,2110.8925338101535,2444.4355537077913,CZK,0
153218409,0.77089622943811,77.0,retired,married,secondary,F,yes,no,n,no,1,0,0,0,1,1,0,5,629.6360313093704,643.7208406713933,539.4345580171324,812.6364745653082,CZK,0
1371532500,0.770876380631284,56.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,9341.606706311344,9354.480662854257,9216.09490998663,9491.741429178473,CZK,0
1428529541,0.7708025333186083,67.0,retired,married,primary,M,yes,no,n,no,1,0,0,0,1,0,1,5,4457.424872107231,4406.933490506696,4261.404678652498,4511.139236690836,CZK,0
1218936035,0.770789912172772,55.0,admin.,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,0,8320.150194105852,8296.745046302533,8197.753133170445,8424.981825131483,CZK,0
1483993482,0.7706547832219558,73.0,management,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,4,1663.739464661441,1594.1453913084506,1482.954395054184,1728.1954531743365,CZK,0
999736774,0.7705402177581224,63.0,admin.,divorced,secondary,M,yes,no,n,no,1,0,0,0,0,1,1,0,4748.5633184805365,4687.956264499158,4577.9520309677755,4788.084614103112,CZK,0
1611499123,0.7704576092472536,76.0,retired,married,secondary,F,yes,no,y,no,1,0,1,0,1,1,0,5,895.7031528324915,840.3198583663708,710.3827504752009,1065.8657496501505,CZK,0
1574107541,0.7703701680162132,73.0,retired,married,tertiary,F,yes,no,n,no,1,0,0,0,1,2,0,5,1919.6401915541314,1868.805531904771,1717.071398491113,1996.2919749985742,CZK,0
757363825,0.769442063465725,74.0,retired,married,secondary,F,yes,no,y,no,1,0,1,0,1,1,0,5,1633.8650222678978,1712.1254816464718,1629.8795446352692,1819.8008770128647,CZK,0
618295222,0.7693452223101238,71.0,retired,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,5,2860.9434633517794,2872.9196105612305,2718.085769484663,3048.758204713375,CZK,0
1480180677,0.7693427618361466,71.0,retired,married,primary,F,yes,no,n,no,1,0,0,0,1,0,0,5,2669.745795018434,2626.1214797303105,2493.0902765919827,2796.6724757445286,CZK,0
224959372,0.7692847005342943,71.0,retired,married,primary,M,yes,no,y,no,1,0,1,0,1,0,1,5,2947.6355743959793,2989.5969458645914,2740.440055698508,3152.6511564163607,CZK,0
277245737,0.769091001830221,64.0,management,married,tertiary,F,yes,no,y,no,1,0,1,0,1,2,0,4,5122.388904384652,5088.859319526155,4999.845660793413,5183.452453865389,CZK,0
1821570451,0.7686368502276004,49.0,blue-collar,divorced,secondary,F,yes,yes,n,no,1,1,0,0,0,1,0,1,10621.410286443124,10607.917616419854,10531.58940853326,10712.90659306819,CZK,0
226891873,0.7685910839065538,73.0,unknown,married,unknown,M,yes,no,y,no,1,0,1,0,1,3,1,11,3394.6396462744674,3432.02243735606,3292.027974610549,3574.21372653232,CZK,0
1806023880,0.7684457439064707,77.0,retired,married,tertiary,M,yes,no,n,no,1,0,0,0,1,2,1,5,-0.9491067516526893,-10.700710111904165,-131.2413052932994,125.85591685579594,CZK,0
245679959,0.7684379758949177,70.0,retired,married,secondary,M,yes,no,y,no,1,0,1,0,1,1,1,5,2685.7968372949404,2579.8559820035125,2407.58504615181,2729.980021300186,CZK,0
1918336437,0.7684205440202426,72.0,retired,married,primary,F,yes,no,y,no,1,0,1,0,1,0,0,5,2235.6293436901765,2293.9942705609283,2147.577426486195,2402.6613764240715,CZK,0
235616138,0.7681334909665773,72.0,retired,married,secondary,M,yes,no,n,no,1,0,0,0,1,1,1,5,2020.1634390094596,1970.2266132561986,1843.0002195537177,2153.1309762130695,CZK,0
