has_deposits_enc,age,last_balance,min_balance,has_mortgage_enc,max_balance,mean_balance,job_enc
0,51,211.72614478230201,116.12587332524667,1,340.0645108302952,213.50744298858348,11
1,64,12049.370314918035,11938.95853788636,0,12212.7276673207,12076.045911276615,5
1,80,8118.658452407046,8118.658452407046,0,8672.958326881451,8385.684303674281,5
1,59,309.9409054522711,223.73067876907024,0,396.8353737442947,305.29105242672654,4
0,69,269.6864609933358,136.20679065516964,0,469.5028180591994,337.9146829756198,5
1,36,795.5541362567712,795.5541362567712,1,1015.1593911495539,905.9758818897888,9
0,41,3641.1848970857154,3547.3723981586177,1,3794.1051483275105,3679.857165458976,1
1,34,1347.7463183033178,1230.9249574086027,0,1473.977581942433,1333.9199667927194,7
0,57,431.4045219339228,316.70469109536026,0,634.3689560877608,488.1173325713705,5
0,53,2546.152682611255,2430.1639614592323,0,2642.2355891029392,2547.4318848847547,9
1,32,748.0763905583665,614.0848950937211,1,820.1628376681089,701.5930974003331,9
1,45,2522.3531458240827,2417.049854079588,0,2643.7450518195405,2547.355927004345,0
1,27,518.6651946962298,427.66755832674426,0,674.2942114934466,544.1582063378822,8
1,30,164.77909183669593,107.72774280649746,0,303.1087755584259,220.26358084839072,4
1,50,5180.838683567509,5008.81558880363,1,5209.878853645124,5110.332332680362,4
1,67,1198.9567829747637,1037.4566427310847,0,1311.5282828657582,1158.495397899202,5
1,36,443.3193350718623,423.07575065019444,0,613.2836759847279,514.4619006238731,6
1,68,2777.6683938261344,2603.909002297376,0,2997.430187934065,2827.2522147084155,5
0,54,2928.9091844269296,2782.2479619169762,1,2964.572891645757,2884.6927831719704,4
1,28,12901.585791552894,12837.003696605523,1,13069.338102751623,12957.17714369895,11
1,29,404.89212370353823,247.50627412167256,0,443.41711003475405,323.66016235721884,8
1,39,164.4032430817431,121.842058382307,0,313.47710091210433,209.5130888948444,10
1,38,494.9054895765095,358.44366912046837,1,569.6280035446077,467.77236918264583,4
0,39,360.1762027053843,234.42478555446286,1,452.5140834066103,324.05722379072955,7
1,48,-8.157150028656934,-152.52721675212922,0,80.67816472366253,-1.646731460490443,4
1,56,1816.9573364578994,1776.5484189242188,0,2068.1743299857035,1945.2377019499543,5
0,38,91.51079964405581,6.680927816586717,1,226.98276326967124,101.78077618200918,9
1,31,265.34004562155883,248.90801656256417,0,415.9117675383282,335.3308381094643,10
1,34,199.91901532402116,175.4689033552929,0,362.73875325615836,262.7587418432055,1
1,33,69.04663243170322,-60.88001033475942,0,233.33444029784852,69.55622754144368,4
0,23,-41.57458494360305,-85.99184383163228,1,82.90420810778674,5.335550264204896,1
1,54,2240.6260792340513,2120.3632935116493,0,2297.429367795424,2215.752818636799,11
1,66,2033.5299818767787,1810.17163996854,0,2037.3110176808311,1932.3399458031931,5
1,43,3016.2238569418664,2854.8579381242284,0,3093.2115533916804,2983.199859382032,4
1,53,1790.8852945410044,1624.0460229977177,1,1853.0502980056324,1762.886892484859,1
1,52,395.2078300443779,276.5481618464214,1,446.3159969788671,348.3016289977459,9
1,55,3375.1079628198436,3348.797270392667,0,3532.511234509957,3449.869480503126,9
0,35,81.87646278389099,-3.085310413397096,1,233.19974131056173,103.46184749760336,4
0,77,2668.1020947848715,2471.5863271842563,0,2719.7379094486537,2578.5747096524524,5
1,36,1200.035191676145,1131.6718790702548,1,1283.2368936752089,1224.9818607783393,7
1,58,173.72510313326012,63.01688595604355,0,288.44235058594643,152.54104506725426,0
1,40,-21.187587492083008,-78.94292427958807,0,84.16863386224539,11.724356948222173,0
0,42,-607.1334286180881,-663.7445232774025,1,-490.45194068161965,-578.7560712581908,11
1,36,1378.2824848562973,1266.1710753503833,0,1517.2066972411908,1369.6262189303197,4
1,54,2185.0783904335617,2057.5255439206944,1,2306.52262135282,2169.6757042370064,9
1,33,348.4718474943485,157.9826006991279,1,397.7384164598305,263.53804914337445,0
0,34,1945.429350408158,1817.8508051167319,1,2009.411944342982,1926.1892212442287,1
1,53,3671.7370003587644,3634.022447059962,0,3880.43641869309,3760.0104040971473,4
1,52,681.8360299878904,571.0051678148794,0,770.489877725578,646.6724517217438,7
0,31,1731.5614409780114,1564.4787144935328,0,1855.6408095517675,1682.3737099913112,4
1,48,2410.3797807585047,2142.0991143572187,0,2442.913541739557,2342.0196575194095,4
1,25,1248.3936442269292,1116.4889860675048,0,1278.5809500796797,1190.0918325333396,0
1,48,1195.2216743605184,1103.4941018925583,1,1285.9609397431982,1220.4867920748165,1
1,38,644.0092321357309,546.1162678971198,0,694.5229077957845,614.753731505967,4
1,36,615.0602426519052,449.5016038088089,0,670.4796852602341,595.720529059951,0
0,32,1846.4222974324573,1741.955786081399,1,1949.551266979759,1840.1629438741188,7
1,40,7893.631318319417,7893.631318319417,0,8024.427302396613,7953.109768393586,10
1,46,3410.0667925450675,3398.714442057056,0,3628.3156151542694,3519.475190382036,3
1,78,3617.8416984284304,3343.7464148117706,0,3617.8416984284304,3433.5938164197846,5
0,32,971.844572390633,821.8611447343824,0,1073.967544940182,962.2139592296766,4
1,34,2935.906505957376,2852.8240558657667,0,3016.314818081082,2922.958851612483,7
0,39,4675.6577892276455,4539.858510867294,1,4806.236520703222,4679.946274696493,4
0,42,1189.6913916628685,1134.3959118458208,1,1362.6650343520923,1265.8270196282185,4
1,23,509.61565112625755,421.00114812631875,0,561.6863608304674,484.1585183842361,7
1,34,98.65987654892167,-55.514576709660105,0,176.82515764276644,72.42409296928722,0
1,33,2221.4031825743605,2103.2634204065503,0,2342.8434459769146,2240.29368972089,4
0,35,48.672677926401846,-89.00027750815572,1,126.85003540574021,-1.0335075078462346,1
1,60,12088.834386069973,11922.671679300714,0,12112.454595757838,12032.659065048754,0
1,31,12847.644347596804,12749.119105432412,1,12933.283009944651,12860.282376453031,4
0,40,1599.1950733720532,1430.9930894255997,1,1634.8022961207241,1532.8924693094004,1
1,37,194.05310119876356,150.21306969941224,0,347.6548433354315,240.24923947717437,4
1,42,1052.5498817768719,987.917913096918,1,1202.793716046431,1092.1518278128292,1
0,25,567.3375979152236,441.4707429043403,0,627.4334427049878,499.17262682396665,0
1,31,561.075829086505,433.19786729539027,0,608.7424585174778,527.6222253293074,4
1,49,450.6428324133103,365.8747999985592,1,643.7221854999058,520.6166276776237,9
1,37,215.75115261364834,111.33224674599208,0,396.1176335270924,239.84610668949654,4
1,48,1696.028517061577,1602.99246335979,1,1805.8535423044773,1725.9805019373682,11
1,22,971.921964832766,810.7969861470707,0,1064.8470973845217,936.9825000630639,8
1,51,2604.5856930095747,2536.17997092389,0,2725.121511671169,2631.1619625609883,4
1,39,565.5943039979633,492.6045455714903,1,696.7637606901792,600.4444592577164,0
0,33,1713.5740500898705,1713.5740500898705,0,1922.1040271512015,1798.5711621369953,4
1,34,163.994732137094,24.396441692903608,0,280.76859796041566,165.78470400887394,4
1,28,1552.6834762169658,1387.4669768084166,0,1701.610290100181,1574.5749511671338,6
0,43,276.8004961594731,208.10413515065318,1,417.67037802397124,304.9242847171317,0
1,74,1761.4518173005968,1749.6246637368895,0,1971.0640526233183,1843.0345035898902,5
1,39,1477.5860364908383,1381.5888714967289,0,1665.7297489395278,1538.9747667793547,8
1,25,762.0323391217123,702.3101299939237,1,887.5206293973167,775.6116024698996,0
1,43,11119.226178383004,11008.581999724409,0,11201.694999460953,11113.683786865535,9
1,24,1724.1019340771825,1720.4301439959881,0,1905.1977817212305,1813.2234165328491,8
1,43,4916.530996971097,4842.658081217378,1,5021.792462670015,4938.451330176796,9
0,40,784.1643620072364,696.5443900340582,1,936.8384242491481,819.8711593939511,9
1,59,1704.2251816083065,1556.1625713847147,0,1749.2343710407154,1639.451160935393,10
1,41,1795.9906654526667,1577.909519852559,0,1885.1855251972088,1768.0482851816269,4
0,44,138.5997306500198,138.5997306500198,1,297.5865982531736,206.7641121592014,7
0,42,7812.822586369585,7661.1116216538285,1,7856.460977312467,7731.035739017873,1
0,34,593.1411451593475,474.0848791546128,1,725.5917710335702,603.5363475786432,0
1,32,2066.9052083384254,1893.2853575797012,0,2143.768941628774,2017.432082199558,4
1,39,358.15359516534176,298.4033114221537,0,511.11536189061326,398.307582059472,9
1,60,381.11079987134246,237.19013650342754,0,395.358532389827,307.0034441075018,4
1,39,52.17777750563711,21.767734102718563,1,215.3598049163656,108.73857147712117,4
1,40,5066.2177815702225,4963.7201186348675,0,5130.206131938709,5061.872622830764,1
1,32,10284.786175216499,10188.736032384993,1,10352.407371054487,10283.911824986259,1
0,40,955.1415435289617,692.1162015352414,1,995.1258124788354,874.288487623051,0
0,32,1119.6692603853087,979.5909934299993,0,1237.967630358503,1078.1319790757557,4
1,77,1817.2485268160056,1694.9056106070104,1,1872.1886653338208,1786.4794810895162,11
1,39,91.01792447823658,-22.008995951210665,0,202.46981908602197,100.00184958239774,8
1,35,1312.891183732605,1312.891183732605,1,1526.7068127096377,1397.4119264174385,4
1,46,238.96432223957046,63.18667229114914,0,387.19925391970526,225.30529006945304,4
1,54,1488.7914416527426,1488.7914416527426,0,1691.3804446538359,1607.8129374453295,4
1,29,314.6645911461796,94.15420086414653,0,339.7231707637791,234.28908356885051,4
1,36,3364.3490141532293,3305.5197546228105,0,3502.2942501506086,3409.046047119053,2
1,23,941.250859570236,788.9410532007377,1,998.1706769067598,895.6997591826215,0
1,33,166.85983067265545,91.62994440096531,0,331.39275999028814,215.9414419815159,4
1,34,58.60480537888267,-85.18044675035115,1,180.3543715888606,8.013080963998187,4
1,54,1528.770819654643,1350.306082041355,0,1600.3298185988008,1480.4762468159859,4
0,33,21.15893170180739,-10.581578241998429,0,169.5104419910888,52.67377317666921,4
0,52,424.35558380178935,321.5288145158994,1,499.64405833256785,418.3198595186947,9
0,39,160.89985330494144,91.17609017726089,1,276.625950118417,182.12999808489153,0
1,42,-248.22499440699437,-378.15243345856106,1,-181.69220360579516,-284.42280339874907,0
1,28,1714.2299987511242,1550.5093230056775,0,1784.523346296968,1695.625481820727,4
0,33,42.571683415327215,-83.9857578810177,1,78.23195253981133,3.573354242366774,9
1,29,1372.387645567098,1247.992835633603,0,1494.611085568716,1367.9557838239593,10
1,28,145.05042318225446,145.05042318225446,0,323.78501688271143,238.2886134192026,10
0,39,144.7137883554816,-19.018486529980365,0,161.1367816575294,92.36746654383936,3
1,45,210.51759029019237,85.84207174288349,0,255.48529118083795,195.1844646349785,0
0,36,92.85458201534667,21.611410733659483,1,270.2351470210512,128.85305503524324,2
0,37,668.6049036483997,610.2675009946818,1,837.6870052096948,707.8354754772489,1
1,30,457.10420774479303,277.13660673807067,1,579.3784816462684,414.05008321519256,4
1,37,1166.4065453607404,1057.3357206681983,0,1245.1315311379674,1116.255626891756,4
1,45,76.74787373576109,-29.833783974918447,1,163.5519921372222,83.46949405700641,1
1,56,790.1108607482713,711.5531634628848,0,943.246391596024,842.888627376218,4
0,43,-24.4646993049535,-63.528197119367945,0,62.0741592373802,2.2441941067285986,9
1,31,432.3761324215302,333.1544823537395,0,507.792110460656,413.1444537936528,0
1,42,1478.565949943207,1347.2439341022944,1,1618.5897279661244,1459.862362305595,1
0,35,2487.2287158874797,2319.420367408429,1,2601.7508381510597,2482.851063235502,1
1,49,1732.095977167002,1669.1924493205247,1,1920.4351453754148,1793.295996024848,4
0,34,176.2607109856275,23.597013932536058,1,267.23580114564436,147.4928959959139,0
0,50,254.84051010933578,89.60822108308493,1,317.5966692456658,207.83540078790222,11
1,41,375.02664563194986,346.2178006038953,0,545.4718394023156,429.1797982926767,9
1,54,16.90626905032728,-84.82763426485603,0,115.63958641436041,8.484151320515625,7
1,36,-52.801187090772586,-114.54144961514487,1,102.97507094910856,-0.42645629682538283,4
1,25,799.3348880403266,704.6357041165103,0,954.5692239812593,818.8631031058328,4
1,70,2405.7443304408225,2198.0878897772836,0,2470.2595936719913,2359.0725159129183,5
1,37,528.7465307060896,509.7547218379335,1,703.2605017965819,601.3210825920601,1
1,27,1538.328421081369,1508.5571761397082,0,1711.2400628046905,1590.1557794814119,0
1,28,165.07560212653607,68.5606855645541,0,249.08731367054122,175.0010302963324,11
1,46,900.0431058287788,862.0445046433036,0,1066.3981233967563,970.0605892467368,0
1,30,1638.1973566804743,1608.8664779372023,0,1862.6785178546122,1684.9339798048122,8
0,30,112.70260737665322,11.460840824230019,1,188.23577564107822,93.16490013614862,1
0,38,380.28685916501706,310.40336479228426,1,583.7519888208916,419.3325103727189,4
0,31,96.5670247142874,-7.9972524612682605,0,250.9967190650391,172.52402448479927,9
0,38,4223.238189219709,4217.548787468114,1,4363.38529207763,4288.608897111453,4
1,31,2652.2727667565036,2436.082773959166,0,2655.6979288720304,2532.472485209742,9
0,32,163.93186750147225,58.76203150212204,1,354.87045307860524,167.960913126931,4
1,38,1064.2767210648472,927.5801640868074,1,1226.9164002946613,1093.763529444042,2
0,41,2371.7736308930093,2283.340569144307,1,2475.659652346906,2388.600317700043,11
1,27,-35.845888431605275,-164.38200906769742,1,27.611002226169603,-56.18259307223927,9
1,60,118.13587521066009,56.95208058913706,0,214.75560010667454,113.09213803978149,0
1,30,5296.31223163115,5255.525404583057,0,5433.055142173896,5345.790020777004,4
1,61,353.74914139845146,141.21279517416792,0,383.87608672172917,270.57966549344405,4
1,72,1174.3991439439226,1004.0822685754886,0,1302.933416987824,1147.5329490552342,5
1,25,1805.478109940083,1747.8584093895731,1,1959.8906847744524,1872.0472157267188,1
1,29,6489.920057287928,6443.049696277288,1,6702.835336498381,6558.0753454237365,7
1,55,1489.4211349380432,1447.01775428407,1,1649.8052931578395,1527.0672399678638,4
1,29,615.3871693389573,513.5669917143188,0,654.809454533488,583.8616733317572,9
1,64,4745.671690002687,4641.8555551870195,0,4923.183317650768,4782.827972840778,5
1,28,316.4577096598091,133.05023056529305,1,351.33132072693206,244.61236396363145,0
1,39,-92.19457597339257,-156.8686828132553,0,82.5897995812987,-51.64057246335637,0
1,86,1601.7634475152013,1140.37638555706,0,1601.7634475152013,1271.4695044187263,5
1,26,2456.973104570329,2416.6530457466715,0,2668.9532999111334,2537.4426736352884,0
0,36,-111.63573021001477,-111.63573021001477,0,87.46265735810968,-1.9378714877798406,4
1,56,-4.6694090213713615,-79.28194994428908,0,117.13752546169692,25.675956046644654,10
1,53,112.38098957668046,2.4594373089258994,0,179.60054346607984,97.7880018946073,10
0,35,1078.5339347643628,1016.798532886246,0,1206.0458074969395,1111.0677213236934,4
0,28,5902.149113788909,5797.694911253686,0,5981.816457735876,5920.54450690949,8
0,41,184.98188102992412,179.95120582304278,1,371.5068606673387,270.4496893917098,4
1,52,2551.812961271434,2435.145077254746,0,2648.511728465757,2549.8816443616934,9
1,44,3.814411955649832,-49.00728685230476,0,69.34614816762834,-0.9530310220119929,0
1,76,4807.826268055771,4807.826268055771,0,5070.615980512024,4968.814541774646,6
1,77,117.91848164458992,-197.70031925287125,0,149.34775543028385,-3.7773281685721085,5
1,33,964.0907743692886,791.8154618144094,0,1090.9790957462826,913.8473612089554,0
1,54,2137.8972880228075,1989.0163457824442,1,2261.519569519314,2105.2259558590636,9
1,31,574.0728651378549,396.0823574718706,0,616.3658299584034,531.1094017599249,4
1,48,211.24493339928364,126.51370713815355,0,279.0481816048765,194.904805255074,10
0,38,522.9129789692071,430.595345410888,1,639.0905339778633,518.6063109284598,7
0,58,373.20588016039625,147.89335477845145,1,378.1837038074111,255.4757889683285,3
1,60,898.0347239074397,857.9575007647825,0,1097.5103958881887,960.923719098082,5
0,32,311.0358119486119,204.31091421871173,1,375.3595028921081,286.92143812595043,7
1,46,643.9600217051818,504.79322246434066,1,733.7719976897569,625.3332310603629,1
1,43,2540.1780659456426,2455.4804350783843,1,2660.736239222059,2547.0583717678523,7
1,33,261.901151147277,45.27398429347713,1,292.40351170746146,207.3691851169513,9
1,79,8618.847490027032,8467.062964125165,0,8709.113400087273,8580.189097587065,11
1,61,80.62585495915184,-132.27417213859442,0,164.93854766116127,11.905738467577898,1
1,56,3525.9970065743555,3369.7459111816647,0,3525.9970065743555,3440.3047033032717,9
1,41,6164.22968680166,5941.609762400442,1,6164.22968680166,6035.772133882692,0
1,30,1811.1265220616872,1710.2078717851311,0,1865.5494222845834,1780.413373031005,7
1,47,407.88884722927014,279.0251864340748,0,467.7063761562374,371.50723354415766,0
1,38,-40.72428654063698,-40.72428654063698,0,111.21669854762321,51.504099249129254,3
1,38,6682.972014846744,6618.009473337271,0,6862.449055560434,6739.796115075287,9
1,28,7452.94593797538,7402.717284564656,1,7581.674163658331,7464.76323229517,10
0,33,672.6199096581427,599.931503741868,1,818.4396726157352,704.6841992513291,1
1,49,236.8457148237419,96.45722405497995,1,259.91693480851995,207.17120174183037,7
1,33,2067.9148246286304,1892.3042364634837,0,2068.937136762146,1999.4801316340936,10
1,47,334.2924619465309,227.61814187001124,0,424.0585841055495,330.1213838483492,9
0,37,396.6850646255195,285.3534836746117,1,530.9189297120216,417.50090831288793,4
1,26,5187.692019702691,5187.692019702691,0,5401.976497067076,5294.522202618513,8
1,67,1332.6884681410465,1281.0473384027985,0,1546.6030626235247,1418.248517554193,5
1,37,12.544751146855987,-10.25589934752115,0,196.79691059573543,85.29929506646933,0
1,44,711.6341581135446,615.111409162287,1,829.3680008992383,728.9233622724925,0
1,34,939.6034822537406,771.7074406621955,1,979.1619657817716,895.4553897862728,0
1,51,266.89263865063253,234.9417540653988,0,495.1901583560284,327.0039524969068,4
1,40,11781.47487900098,11646.565362483092,1,11853.081337236723,11758.103141462097,9
1,41,27669.659968247168,27552.065739722308,0,27873.141807890886,27697.19343804167,4
1,37,1019.4652518885201,906.4398290410234,1,1129.9514709675768,1019.5511927950212,4
0,54,373.6001340469302,245.61714448096922,1,536.9134910763182,377.7018346756132,5
1,33,6888.649677860195,6658.450459423285,0,6888.649677860195,6808.137889421119,4
1,55,2479.0236330795105,2263.2245494173058,0,2479.0236330795105,2362.9636015221636,4
1,30,455.70210895680657,399.586656762533,0,683.8138632722982,542.73207313714,4
1,38,5312.703825687907,5220.552578713805,1,5384.35464381903,5279.343217971875,7
0,33,806.6505229025016,522.1798193775713,1,806.6505229025016,659.0988792069662,4
1,31,744.5597716437061,744.5597716437061,0,968.0506526727419,860.7237750996048,9
0,30,-275.2447474798669,-464.41960272226106,1,-199.15103975713862,-303.87313795396983,9
0,38,8874.6497075302,8758.43308247531,0,8987.779851335747,8882.242047795351,7
1,63,108.28917652157507,15.092478498377233,0,176.35243300176253,104.27238731619711,1
1,63,3054.100334909417,2761.2896778431764,0,3061.755388513642,2881.6645303120004,5
1,39,1484.9144561946614,1430.1207065110161,1,1579.9150448893363,1519.5032401032659,4
1,33,22776.160723339086,22776.160723339086,1,22969.66531583874,22863.67036495703,4
1,48,19.7412938465456,-141.42304361576691,1,124.02943818112095,-8.156467590238995,4
1,35,664.6476092289442,559.8700621435754,0,763.450106971454,657.749658921671,9
1,43,11072.280946340046,10961.495070959785,0,11200.87807092182,11115.644054019653,9
1,35,402.2182890698751,319.73146973371706,0,485.79488460047014,403.46241129505324,10
0,31,-274.53341642990017,-299.6017612023294,1,-156.20223349846057,-230.1040403406547,1
0,40,620.4173247153906,509.96609295671124,1,732.8565982431643,640.1454639494133,4
1,29,678.2184494831214,598.1155103222784,1,794.1887810289936,692.8859323141462,4
0,50,2550.1792273936676,2350.224318715745,1,2587.157947302817,2487.6329679355854,9
1,49,7016.013166812728,6933.4959694451345,1,7110.499659015463,7010.315108006938,7
1,63,1009.7437719228996,861.0575777410868,0,1071.5381505472014,985.8853926023719,9
1,57,10561.480899592536,10491.467566330126,0,10699.514333694782,10579.675555161057,4
0,58,2176.6598489674693,2130.8568292300774,1,2352.409978197625,2251.7928867486607,11
1,31,1313.7911455007131,1235.1575232792552,0,1444.0442437922252,1333.8636093211378,4
1,19,138.06936006803951,19.190834090884067,0,213.82452577091425,106.76276395696854,8
1,75,243.3650019336509,138.28915221183294,0,475.7600312882899,297.6797155562614,5
1,42,2899.106650096283,2834.6066118040753,0,3003.1313960503203,2923.31732889899,1
1,32,977.6684474136952,855.3864337456963,1,1169.7816800569076,1007.1048035129368,9
1,59,1077.2460602552617,997.940991089591,0,1141.3834905289432,1062.6641005137853,10
0,37,134.14669947401413,18.08512299018396,0,179.61182690973584,110.26620969287673,0
1,46,607.3519122252854,508.372526031024,1,727.333783548291,622.7261430491243,1
1,23,634.234758914371,572.1757051290698,0,753.515434548946,672.9587977086074,8
1,54,611.5589386476049,525.3671967170557,1,644.1097624032415,586.8391997672262,10
0,40,671.1463338238422,578.6835995937016,0,802.4967305262267,646.1193335984983,0
1,31,-247.49453555490464,-310.9721960127739,0,-130.07842768839947,-210.70774510492464,7
1,29,345.6279603665155,316.463586048451,0,562.7317064919167,431.8620973798694,4
1,22,1108.126874280294,1108.126874280294,0,1303.4735665919095,1211.8375550666167,8
1,58,684.4756456199493,618.030600693024,1,763.3771859934932,689.6982493473183,10
1,39,2430.448870013458,2287.3529257695527,1,2542.2774120201016,2447.8093839797643,4
1,65,547.0834291761821,401.65436329361484,1,679.288530892785,561.5358715694385,5
1,24,302.23013883650066,119.4688644260829,0,369.48811715736554,240.20066512956922,8
1,45,399.26224571622834,343.46011564966466,1,515.2477215493889,423.4899044269342,0
0,33,970.7044562962155,827.9114702265963,0,1014.9811234674671,917.8634366982335,0
1,58,152.20153326822083,93.6650211692013,0,284.6930432588946,159.45072638201793,0
1,49,1089.3739641515806,1076.1385892076557,1,1291.2031273673563,1159.4195615817987,4
1,73,527.9191814464559,364.32602219268995,0,650.6608938667571,510.68714252910263,5
1,40,2766.601763401384,2625.050727640356,1,2847.722837616344,2752.2494644987214,4
0,35,60.00735792182783,-42.847872241325646,1,174.64853884835276,56.12689765347416,4
1,61,216.17248944584904,-71.77851532289117,0,216.17248944584904,76.64729821247921,5
1,49,7588.427628127202,7337.27148176966,0,7588.427628127202,7446.2764492916995,4
1,33,682.6601681061686,597.8055707716823,0,810.0386390538627,705.2274785025778,1
1,35,5467.111370273374,5216.560065813169,0,5603.103582536661,5457.346614295365,11
0,40,38.26633766758539,-80.28097444884733,1,96.6986572931264,14.975190266795396,1
1,56,614.3165103950414,503.1590928682622,0,693.6949043527818,614.691154317072,0
1,31,992.7855325871885,805.7139425299418,0,1024.0605980785776,925.4723770093896,4
0,50,11.366864463962532,-157.51003004860289,0,103.57655525289488,7.649552828953616,11
0,39,583.8895482195435,447.47141516389155,1,622.6013450668901,526.2488023525801,4
1,61,330.29742754536795,129.34496941384432,0,330.29742754536795,242.92602369693245,11
1,80,2239.925276896082,2224.183915395951,0,2476.0314468229253,2339.549846129645,5
1,23,1284.4969735310922,1102.1246418926814,0,1347.1031137779235,1222.0785984793372,8
0,39,694.380426081021,544.2697983592302,1,792.8717713548862,678.1047207797736,4
1,27,15116.65217996641,15055.341709820972,0,15216.324173010138,15149.81747562457,9
0,27,939.9442499199635,756.8563082402404,1,988.2785936687171,905.2289827274037,9
0,44,749.9819400130331,668.1796838398752,1,833.8745414265543,761.1689204012109,0
1,40,15.851060422495465,-26.18077714049825,0,158.3836395941345,78.3992516358713,10
